id,brand,product,shade,hex,H,S,L,R,G,B,undertone,skinTone,fitzpatrick,popularity
8660,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Cookie,#B68760,27.2,0.371,54.5,182,135,96,Neutral,Light Medium,III,50
8661,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Warm Sand,#B27C55,25.2,0.377,51.6,178,124,85,Neutral,Medium,IV,50
8662,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Honey,#AE7C5B,23.9,0.339,52.0,174,124,91,Neutral,Medium,IV,50
8663,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Butterscotch,#AB7151,21.3,0.357,49.4,171,113,81,Neutral,Medium,IV,50
8664,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Caramel,#A26C4A,23.2,0.373,46.3,162,108,74,Neutral,Medium,IV,50
8665,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Mocha,#9D6138,24.4,0.474,41.8,157,97,56,Warm,Medium,IV,50
8666,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Maple,#99622F,28.9,0.53,39.2,153,98,47,Warm,Tan,IV,50
8667,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Chestnut,#97613C,24.4,0.431,41.4,151,97,60,Neutral,Tan,IV,50
8668,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Chai,#8A5322,28.3,0.605,33.7,138,83,34,Warm,Tan,V,50
8669,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Mahogany,#865221,29.1,0.605,32.7,134,82,33,Warm,Tan,V,50
8670,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Spiced Rum,#875127,26.2,0.552,34.1,135,81,39,Warm,Tan,V,50
8671,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Toffee,#744421,25.3,0.557,29.2,116,68,33,Neutral,Deep,V,50
8672,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Cocoa,#623917,27.2,0.62,23.7,98,57,23,Neutral,Deep,VI,50
8673,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Sable,#633011,22.7,0.707,22.7,99,48,17,Neutral,Deep,VI,50
8674,Too Faced,Born This Way Super Coverage Multi-Use Concealer,Ganache,#471F13,13.8,0.578,17.6,71,31,19,Cool,Very Deep,VI,50
8675,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Sugar,#FCD2BF,18.7,0.91,86.9,252,210,191,Neutral,Very Fair,I,50
8676,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Milkshake,#FADABA,30.0,0.865,85.5,250,218,186,Neutral,Very Fair,I,50
8677,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Vanilla Wafer,#F1D3B5,30.0,0.682,82.7,241,211,181,Neutral,Very Fair,I,50
8678,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Oatmeal,#ECC3AF,19.7,0.616,80.6,236,195,175,Neutral,Very Fair,II,50
8679,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Buttercup,#EFC1A7,21.7,0.692,79.6,239,193,167,Neutral,Very Fair,II,50
8680,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Graham Cracker,#D7A580,25.5,0.521,67.3,215,165,128,Neutral,Fair,II,50
8681,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Pecan,#D49C72,25.7,0.533,63.9,212,156,114,Warm,Light Medium,III,50
8682,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Butter Croissant,#D19765,27.8,0.54,60.8,209,151,101,Warm,Light Medium,III,50
8683,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Café Au Lait,#C59368,27.7,0.445,59.0,197,147,104,Warm,Light Medium,III,50
8684,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Biscotti,#B68967,25.8,0.351,55.9,182,137,103,Neutral,Light Medium,III,50
8685,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Honeybun,#B27C55,25.2,0.377,51.6,178,124,85,Neutral,Medium,IV,50
8686,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Gingersnap,#A6714D,24.3,0.366,47.6,166,113,77,Neutral,Medium,IV,50
8687,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Honey Graham,#92603C,25.1,0.417,40.4,146,96,60,Neutral,Tan,IV,50
8688,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Caramel Drizzle,#8E532A,24.6,0.543,36.1,142,83,42,Warm,Tan,V,50
8689,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Chocolate Truffle,#874C26,23.5,0.561,33.9,135,76,38,Neutral,Tan,V,50
8690,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Milk Chocolate,#7C4712,30.0,0.746,27.8,124,71,18,Warm,Tan,V,50
8691,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Hot Cocoa,#6B380D,27.4,0.783,23.5,107,56,13,Warm,Deep,VI,50
8692,Too Faced,Born This Way Ethereal Light Illuminating Smoothing Concealer,Espresso,#5B2C00,29.0,1.0,17.8,91,44,0,Warm,Very Deep,VI,50
8693,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,05 Fairfax fair with pink undertones,#F3D3C5,18.3,0.657,86.3,243,211,197,Cool,Very Fair,I,50
8694,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,10 Larchmont light with yellow undertones,#FEDBB4,31.6,0.974,85.1,254,219,180,Neutral,Very Fair,I,50
8695,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,13 La Cienega light with Neutral undertones,#FDD0AF,25.4,0.951,83.9,253,208,175,Neutral,Very Fair,I,50
8696,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,15 Melrose light with Warm undertones,#FADABA,30.0,0.865,85.5,250,218,186,Neutral,Very Fair,I,50
8697,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,18 Montana light with peach undertones,#FCC79E,26.2,0.94,80.4,252,199,158,Warm,Very Fair,I,50
8698,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,20 Mulholland light with Neutral undertones,#F4C4A8,22.1,0.776,80.8,244,196,168,Neutral,Very Fair,II,50
8699,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,25 Ocean Park medium with Warm undertones,#FBB992,22.3,0.929,77.8,251,185,146,Neutral,Very Fair,II,50
8700,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,30 PCH medium with yellow undertones,#F6C29A,26.1,0.836,78.4,246,194,154,Neutral,Very Fair,II,50
8701,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,35 Point Dume medium with Neutral undertones,#D7A580,25.5,0.521,67.3,215,165,128,Neutral,Fair,II,50
8702,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,38 Pomona medium with golden undertones,#EFAB7B,24.8,0.784,71.0,239,171,123,Warm,Fair,II,50
8703,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,40 Runyon tan with olive undertones,#C68152,24.3,0.504,54.9,198,129,82,Warm,Light Medium,III,50
8704,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,45 Silver Lake tan with Neutral undertones,#CE8451,24.5,0.561,56.3,206,132,81,Warm,Light Medium,III,50
8705,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,50 Sunset tan with yellow undertones,#A16125,29.0,0.626,38.8,161,97,37,Warm,Tan,IV,50
8706,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,55 Temescal deep with golden undertones,#9E5F2C,26.8,0.564,39.6,158,95,44,Warm,Tan,IV,50
8707,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,60 Third St. deep with Neutral undertones,#733E22,20.7,0.544,29.2,115,62,34,Neutral,Deep,V,50
8708,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,65 Topanga rich with red undertones,#461500,18.0,1.0,13.7,70,21,0,Neutral,Very Deep,VI,50
8709,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,70 Venice rich with Neutral undertones,#461500,18.0,1.0,13.7,70,21,0,Neutral,Very Deep,VI,50
8710,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,25 Ocean Park medium with Warm undertones,#DC9569,23.0,0.622,63.7,220,149,105,Warm,Light Medium,III,50
8711,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,35 Point Dume medium with Neutral undertones,#B17C55,25.4,0.371,51.4,177,124,85,Neutral,Medium,IV,50
8712,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,40 Runyon tan with olive undertones,#AE744F,23.4,0.375,49.6,174,116,79,Neutral,Medium,IV,50
8713,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,45 Silver Lake tan with Neutral undertones,#A87458,21.0,0.315,50.2,168,116,88,Neutral,Medium,IV,50
8714,Tower 28 Beauty,SunnyDays SPF 30 Tinted Sunscreen Foundation,55 Temescal deep with golden undertones,#84532D,26.2,0.492,34.7,132,83,45,Neutral,Tan,V,50
8715,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,1.0 BH fair with neutral undertones,#F9D2B8,24.0,0.844,84.9,249,210,184,Neutral,Very Fair,I,50
8716,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,2.0 BU light with neutral cool undertones,#FFE6CE,29.4,1.0,90.4,255,230,206,Cool,Very Fair,I,50
8717,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,Out of stock: 3.0 CC light with warm peach undertones,#F2DECD,27.6,0.587,87.6,242,222,205,Neutral,Very Fair,I,50
8718,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,4.0 DTLA light with medium cool undertones,#FDD8BB,26.4,0.943,86.3,253,216,187,Neutral,Very Fair,I,50
8719,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,5.0 EP light with neutral undertones,#F6D1B8,24.2,0.775,84.3,246,209,184,Neutral,Very Fair,I,50
8720,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,6.0 IE medium with light neutral undertones,#F0CCB3,24.6,0.67,82.2,240,204,179,Neutral,Very Fair,I,50
8721,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,7.0 KTOWN medium with neutral undertones,#EBC1A5,24.0,0.636,78.4,235,193,165,Neutral,Very Fair,II,50
8722,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,8.0 LBC medium with warm peach undertones,#F4C89C,30.0,0.8,78.4,244,200,156,Warm,Very Fair,II,50
8723,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,9.0 MDR medium with olive undertones,#EABD99,26.7,0.659,75.9,234,189,153,Neutral,Fair,II,50
8724,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,Out of stock: 10.0 NOHO medium with tan neutral undertones,#E8AB7D,25.8,0.699,70.0,232,171,125,Warm,Fair,II,50
8725,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,11.0 OC tan with medium warm undertones,#DFA577,26.5,0.619,67.1,223,165,119,Warm,Fair,II,50
8726,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,Out of stock: 12.0 PALI tan with medium neutral undertones,#DE9C67,26.7,0.643,63.7,222,156,103,Warm,Light Medium,III,50
8727,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,13.0 PLAYA tan with warm golden undertones,#D4915E,25.9,0.578,60.0,212,145,94,Warm,Light Medium,III,50
8728,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,14.0 PV tan warm with olive undertones,#CE7D3B,26.9,0.6,52.0,206,125,59,Warm,Light Medium,III,50
8729,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,15.0 SAMO deep with peach undertones,#BA6D3C,23.3,0.512,48.2,186,109,60,Warm,Medium,IV,50
8730,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,16.0 SB deep with neutral undertones,#AB6B46,22.0,0.419,47.3,171,107,70,Neutral,Medium,IV,50
8731,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,17.0 SD deep with warm undertones,#935437,18.9,0.455,39.6,147,84,55,Neutral,Tan,V,50
8732,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,18.0 SGV deep with golden undertones,#A95F2E,23.9,0.572,42.2,169,95,46,Warm,Medium,IV,50
8733,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,19.0 WEHO rich with golden undertones,#79421A,25.3,0.646,28.8,121,66,26,Neutral,Deep,V,50
8734,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,20.0 WLA rich with neutral undertones,#502816,18.6,0.569,20.0,80,40,22,Neutral,Very Deep,VI,50
8735,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Fair Warm,#F0E1CC,35.0,0.545,87.1,240,225,204,Neutral,Very Fair,I,50
8736,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Fair to Light Warm,#F0D7B7,33.7,0.655,82.9,240,215,183,Neutral,Very Fair,I,50
8737,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Light Cool,#F0CDAF,27.7,0.684,81.4,240,205,175,Neutral,Very Fair,I,50
8738,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Light Warm,#EEC6A4,27.6,0.685,78.8,238,198,164,Neutral,Very Fair,II,50
8739,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Medium Warm,#DEAF77,32.6,0.609,66.9,222,175,119,Warm,Fair,II,50
8740,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Medium Peach,#E3AF7F,28.8,0.641,69.4,227,175,127,Warm,Fair,II,50
8741,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Medium to Tan Peach,#E39F72,23.9,0.669,66.9,227,159,114,Warm,Fair,III,50
8742,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Tan Cool,#CA8053,22.7,0.529,55.9,202,128,83,Warm,Light Medium,III,50
8743,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Tan Warm,#D38F5C,25.7,0.575,59.4,211,143,92,Warm,Light Medium,III,50
8744,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Deep Neutral,#AC5C37,19.0,0.515,44.5,172,92,55,Neutral,Medium,IV,50
8745,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Deep Cool,#A24D2F,15.7,0.55,41.0,162,77,47,Neutral,Tan,V,50
8746,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Dark Cool,#9E5B41,16.8,0.417,43.7,158,91,65,Neutral,Tan,IV,50
8747,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Dark Neutral,#6D3A25,17.5,0.493,28.6,109,58,37,Neutral,Deep,V,50
8748,ULTA Beauty Collection,Velvet Matte Longwear Foundation,Deep Warm,#B67148,22.4,0.433,49.8,182,113,72,Warm,Medium,IV,50
8749,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Fair Cool,#E6D3C5,25.5,0.398,83.7,230,211,197,Neutral,Very Fair,I,50
8750,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Fair Neutral,#DED3C1,37.2,0.305,81.4,222,211,193,Neutral,Very Fair,I,50
8751,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Fair to Light Warm,#E2CCB4,31.3,0.442,79.6,226,204,180,Cool,Very Fair,II,50
8752,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Light Cool,#DBC5B5,25.3,0.345,78.4,219,197,181,Cool,Very Fair,II,50
8753,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Light Neutral,#CEB39F,25.5,0.324,71.6,206,179,159,Cool,Fair,II,50
8754,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Light Warm,#DDC5A9,32.3,0.433,76.5,221,197,169,Cool,Very Fair,II,50
8755,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Light to Medium Cool,#D0B69F,28.2,0.343,72.0,208,182,159,Cool,Fair,II,50
8756,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Light to Medium Warm,#C3A487,29.0,0.333,64.7,195,164,135,Neutral,Light Medium,III,50
8757,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Medium Neutral,#CBAD93,27.9,0.35,68.6,203,173,147,Neutral,Fair,II,50
8758,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Medium Warm,#CDA98E,25.7,0.387,68.0,205,169,142,Neutral,Fair,II,50
8759,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Medium to Tan Neutral,#C2A087,25.4,0.326,64.5,194,160,135,Neutral,Light Medium,III,50
8760,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Tan Warm,#C2A482,31.9,0.344,63.5,194,164,130,Neutral,Light Medium,III,50
8761,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Tan Neutral,#C09779,25.4,0.36,61.4,192,151,121,Neutral,Light Medium,III,50
8762,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Tan Cool,#BB947D,22.3,0.313,61.2,187,148,125,Neutral,Light Medium,III,50
8763,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Tan Dark Cool,#A67258,20.0,0.307,49.8,166,114,88,Neutral,Medium,IV,50
8764,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Tan Dark Neutral,#AE7C61,21.0,0.322,53.1,174,124,97,Neutral,Medium,IV,50
8765,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Dark Cool,#976858,15.2,0.264,46.9,151,104,88,Neutral,Medium,IV,50
8766,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Dark Warm,#B28A78,18.6,0.274,58.4,178,138,120,Neutral,Light Medium,III,50
8767,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Deep Neutral,#8B6757,18.5,0.23,44.3,139,103,87,Cool,Medium,IV,50
8768,ULTA Beauty Collection,Adjustable Coverage Powder Foundation,Very Deep Cool,#845B4F,13.6,0.251,41.4,132,91,79,Cool,Tan,V,50
8769,ULTA Beauty Collection,Moisturizing Complexion Stick,Very Fair Cool,#D8AF9B,19.7,0.439,72.7,216,175,155,Neutral,Fair,II,50
8770,ULTA Beauty Collection,Moisturizing Complexion Stick,Fair Cool,#E0BA9F,24.9,0.512,75.1,224,186,159,Neutral,Fair,II,50
8771,ULTA Beauty Collection,Moisturizing Complexion Stick,Light,#A2745A,21.7,0.286,49.4,162,116,90,Neutral,Medium,IV,50
8772,ULTA Beauty Collection,Moisturizing Complexion Stick,Light Cool,#DFB79E,23.1,0.504,74.7,223,183,158,Neutral,Fair,II,50
8773,ULTA Beauty Collection,Moisturizing Complexion Stick,Light Neutral,#DCB8A0,24.0,0.462,74.5,220,184,160,Neutral,Fair,II,50
8774,ULTA Beauty Collection,Moisturizing Complexion Stick,Light To Medium Cool,#CF9F83,22.1,0.442,66.3,207,159,131,Neutral,Fair,III,50
8775,ULTA Beauty Collection,Moisturizing Complexion Stick,Light To Medium Neutral,#E8BB9C,24.5,0.623,76.1,232,187,156,Neutral,Fair,II,50
8776,ULTA Beauty Collection,Moisturizing Complexion Stick,Light To Medium Warm,#D39F75,26.8,0.516,64.3,211,159,117,Warm,Light Medium,III,50
8777,ULTA Beauty Collection,Moisturizing Complexion Stick,Medium,#BA8972,19.2,0.343,58.8,186,137,114,Neutral,Light Medium,III,50
8778,ULTA Beauty Collection,Moisturizing Complexion Stick,Medium Cool,#C28B6A,22.5,0.419,58.8,194,139,106,Neutral,Light Medium,III,50
8779,ULTA Beauty Collection,Moisturizing Complexion Stick,Medium Warm,#CF9A76,24.3,0.481,63.7,207,154,118,Neutral,Light Medium,III,50
8780,ULTA Beauty Collection,Moisturizing Complexion Stick,Medium Neutral,#C18E6E,23.1,0.401,59.4,193,142,110,Neutral,Light Medium,III,50
8781,ULTA Beauty Collection,Moisturizing Complexion Stick,Medium To Tan Cool,#CD9470,23.2,0.482,62.2,205,148,112,Neutral,Light Medium,III,50
8782,ULTA Beauty Collection,Moisturizing Complexion Stick,Medium To Tan Neutral,#B47758,20.2,0.38,52.5,180,119,88,Neutral,Medium,IV,50
8783,ULTA Beauty Collection,Moisturizing Complexion Stick,Medium To Tan Warm,#DA9F73,25.6,0.582,65.3,218,159,115,Warm,Fair,III,50
8784,ULTA Beauty Collection,Moisturizing Complexion Stick,Tan Cool,#CC8C66,22.4,0.5,60.0,204,140,102,Neutral,Light Medium,III,50
8785,ULTA Beauty Collection,Moisturizing Complexion Stick,Tan Neutral,#BD7E5C,21.0,0.424,55.1,189,126,92,Neutral,Light Medium,III,50
8786,ULTA Beauty Collection,Moisturizing Complexion Stick,Tan Warm,#BE7E56,23.1,0.444,54.1,190,126,86,Neutral,Light Medium,III,50
8787,ULTA Beauty Collection,Moisturizing Complexion Stick,Dark Cool,#6C4033,13.7,0.358,31.2,108,64,51,Neutral,Deep,V,50
8788,ULTA Beauty Collection,Moisturizing Complexion Stick,Dark Neutral,#9D6045,18.4,0.389,44.3,157,96,69,Neutral,Medium,IV,50
8789,ULTA Beauty Collection,Moisturizing Complexion Stick,Dark Warm,#834A36,15.6,0.416,36.3,131,74,54,Neutral,Tan,V,50
8790,ULTA Beauty Collection,Moisturizing Complexion Stick,Deep,#996754,16.5,0.291,46.5,153,103,84,Neutral,Medium,IV,50
8791,ULTA Beauty Collection,Moisturizing Complexion Stick,Deep Cool,#7F3F23,18.3,0.568,31.8,127,63,35,Neutral,Deep,V,50
8792,ULTA Beauty Collection,Moisturizing Complexion Stick,Deep Warm,#9F5A38,19.8,0.479,42.2,159,90,56,Neutral,Tan,IV,50
8793,ULTA Beauty Collection,Velvet Veil Minerals Powder Foundation,Fair Cool,#E5CAC1,15.0,0.409,82.7,229,202,193,Cool,Very Fair,II,50
8794,ULTA Beauty Collection,Velvet Veil Minerals Powder Foundation,Fair Warm,#E8CBB9,23.0,0.505,81.8,232,203,185,Cool,Very Fair,II,50
8795,ULTA Beauty Collection,Velvet Veil Minerals Powder Foundation,Fair to Light Neutral,#EDD7C7,25.3,0.514,85.5,237,215,199,Cool,Very Fair,I,50
8796,ULTA Beauty Collection,Velvet Veil Minerals Powder Foundation,Light to Medium Cool,#DDB49E,21.0,0.481,74.3,221,180,158,Neutral,Fair,II,50
8797,ULTA Beauty Collection,Velvet Veil Minerals Powder Foundation,Medium Neutral,#DCAB95,18.6,0.504,72.4,220,171,149,Neutral,Fair,II,50
8798,ULTA Beauty Collection,Velvet Veil Minerals Powder Foundation,Medium Warm,#F0CAAF,24.9,0.684,81.4,240,202,175,Neutral,Very Fair,I,50
8799,ULTA Beauty Collection,Velvet Veil Minerals Powder Foundation,Medium to Tan Warm,#E2B69D,21.7,0.543,75.1,226,182,157,Neutral,Fair,II,50
8800,ULTA Beauty Collection,Velvet Veil Minerals Powder Foundation,Tan Cool,#C9846C,15.5,0.463,60.6,201,132,108,Neutral,Light Medium,III,50
8801,ULTA Beauty Collection,Velvet Veil Minerals Powder Foundation,Tan Neutral,#CC947D,17.5,0.436,64.5,204,148,125,Neutral,Light Medium,III,50
8802,ULTA Beauty Collection,Velvet Veil Minerals Powder Foundation,Tan Deep Cool,#C87A5D,16.3,0.493,57.5,200,122,93,Neutral,Light Medium,III,50
8803,ULTA Beauty Collection,Velvet Veil Minerals Powder Foundation,Deep Cool,#C67665,10.5,0.46,58.6,198,118,101,Neutral,Medium,IV,50
8804,ULTA Beauty Collection,Velvet Veil Minerals Powder Foundation,Deep Warm,#BD8169,17.1,0.389,57.6,189,129,105,Neutral,Light Medium,III,50
8805,ULTA Beauty Collection,Inner Glow Serum Concealer,Fair Cool,#E2C6B2,25.0,0.453,79.2,226,198,178,Cool,Very Fair,II,50
8806,ULTA Beauty Collection,Inner Glow Serum Concealer,Fair Neutral,#EACDBB,23.0,0.528,82.5,234,205,187,Cool,Very Fair,I,50
8807,ULTA Beauty Collection,Inner Glow Serum Concealer,Light Cool,#E9C4B1,20.4,0.56,80.4,233,196,177,Neutral,Very Fair,II,50
8808,ULTA Beauty Collection,Inner Glow Serum Concealer,Light Neutral,#E2BAA0,23.6,0.532,75.7,226,186,160,Neutral,Fair,II,50
8809,ULTA Beauty Collection,Inner Glow Serum Concealer,Light Warm,#EBC4A5,26.6,0.636,78.4,235,196,165,Neutral,Very Fair,II,50
8810,ULTA Beauty Collection,Inner Glow Serum Concealer,Medium Cool,#DFAD90,22.0,0.552,72.0,223,173,144,Neutral,Fair,II,50
8811,ULTA Beauty Collection,Inner Glow Serum Concealer,Medium Neutral,#DFAD88,25.5,0.576,70.4,223,173,136,Neutral,Fair,II,50
8812,ULTA Beauty Collection,Inner Glow Serum Concealer,Medium Warm,#E9B58B,26.8,0.681,72.9,233,181,139,Warm,Fair,II,50
8813,ULTA Beauty Collection,Inner Glow Serum Concealer,Tan Cool,#DB9F84,18.6,0.547,68.8,219,159,132,Neutral,Fair,III,50
8814,ULTA Beauty Collection,Inner Glow Serum Concealer,Tan Neutral,#CA9068,24.5,0.48,60.0,202,144,104,Neutral,Light Medium,III,50
8815,ULTA Beauty Collection,Inner Glow Serum Concealer,Tan Warm,#D29C75,25.2,0.508,64.1,210,156,117,Neutral,Light Medium,III,50
8816,ULTA Beauty Collection,Inner Glow Serum Concealer,Tan to Dark Warm,#BA7C4D,25.9,0.441,51.6,186,124,77,Warm,Medium,IV,50
8817,ULTA Beauty Collection,Inner Glow Serum Concealer,Dark Warm,#C2845D,23.2,0.453,56.3,194,132,93,Neutral,Light Medium,III,50
8818,ULTA Beauty Collection,Inner Glow Serum Concealer,Deep Cool,#B06538,22.5,0.517,45.5,176,101,56,Warm,Medium,IV,50
8819,ULTA Beauty Collection,Inner Glow Serum Concealer,Deep Neutral,#965A40,18.1,0.402,42.0,150,90,64,Neutral,Tan,V,50
8820,ULTA Beauty Collection,Inner Glow Serum Concealer,Dark Cool,#603725,18.3,0.444,26.1,96,55,37,Neutral,Deep,VI,50
8821,ULTA Beauty Collection,Tinted Moisturizer SPF 24,Fair,#F8DCD0,18.0,0.741,89.4,248,220,208,Cool,Very Fair,I,50
8822,ULTA Beauty Collection,Tinted Moisturizer SPF 25,Light,#EBB28E,23.2,0.699,73.9,235,178,142,Neutral,Fair,II,50
8823,ULTA Beauty Collection,Tinted Moisturizer SPF 26,Light To Medium,#DAA791,18.1,0.497,71.2,218,167,145,Neutral,Fair,II,50
8824,ULTA Beauty Collection,Tinted Moisturizer SPF 27,Medium,#D8A989,24.3,0.503,69.2,216,169,137,Neutral,Fair,II,50
8825,ULTA Beauty Collection,Tinted Moisturizer SPF 28,Tan,#CC906D,22.1,0.482,61.4,204,144,109,Neutral,Light Medium,III,50
8826,ULTA Beauty Collection,Tinted Moisturizer SPF 29,Tan To Dark Warm,#B17448,25.1,0.422,48.8,177,116,72,Warm,Medium,IV,50
8827,ULTA Beauty Collection,Tinted Moisturizer SPF 30,Dark,#90664E,21.8,0.297,43.5,144,102,78,Neutral,Medium,IV,50
8828,ULTA Beauty Collection,Tinted Moisturizer SPF 31,Deep,#84513B,18.1,0.382,37.5,132,81,59,Neutral,Tan,V,50
8829,ULTA Beauty Collection,Complexion Crush Full Coverage Concealer,Fair Cool,#E2A88C,19.5,0.597,71.8,226,168,140,Neutral,Fair,II,50
8830,ULTA Beauty Collection,Complexion Crush Full Coverage Concealer,Fair Neutral,#EBBFA2,23.8,0.646,77.8,235,191,162,Neutral,Very Fair,II,50
